st_date,blknum,accounts,storages,trienodes,codes,accountsize,storagesize,trienodesize,codesize
2020-10-28,11141723,106086702,375579326,648802452,29542495,6397281658,29107397765,75679326500,14170803158
2020-10-29,11148274,106175672,375886458,649332971,29573694,6401742261,29131200495,75742466947,14188606288
2020-10-30,11154800,106269570,376211179,649895589,29596700,6406271818,29156366373,75809429216,14203514439
2020-10-31,11161291,106387983,376526362,650476973,29648334,6412870138,29180793055,75880026688,14217894860
2020-11-01,11167817,106560051,376873778,651171157,29732192,6424054984,29207717795,75966024067,14233609474
2020-11-02,11174328,106723044,377218620,651851558,29813794,6434940101,29234443050,76049835942,14249877673
2020-11-03,11180802,106822141,377582664,652473351,29839636,6439890416,29262656460,76123351537,14261114020
2020-11-04,11187320,106966826,377938230,653144268,29902899,6448828397,29290212825,76205025913,14276613437
2020-11-05,11193847,107168298,378245907,653822743,30026944,6462236958,29314057793,76290580890,14294920553
2020-11-06,11200361,107265684,378582595,654407707,30059498,6466703728,29340151113,76359935889,14307965432
2020-11-07,11206900,107365168,378886132,654953817,30089696,6470708512,29363675230,76425757986,14319833935
2020-11-08,11213400,107464239,379196065,655498982,30138235,6475777808,29387695038,76490803583,14331633954
2020-11-09,11219938,107744077,379561819,656359411,30326213,6496955504,29416040973,76601167252,14353205037
2020-11-10,11226445,107909839,379874118,656999179,30407132,6507379682,29440244145,76680958409,14368115684
2020-11-11,11232897,108017873,380198190,657579216,30442263,6512772803,29465359725,76750808978,14380593155
2020-11-12,11239425,108262181,380543771,658366589,30617663,6530881435,29492142253,76851109752,14400731660
2020-11-13,11245937,108471254,380940677,659175943,30754956,6545846581,29522902468,76951312417,14419702768
2020-11-14,11252471,108563352,381378839,659889868,30776834,6549783424,29556860023,77033725077,14431480888
2020-11-15,11259013,108755912,381750616,660645199,30894285,6563259181,29585672740,77127045814,14451600897
2020-11-16,11265559,108903005,382096035,661304713,30979227,6573028195,29612442713,77207349570,14467965723
2020-11-17,11272035,108997386,382311333,661716189,31015442,6577619720,29629128308,77258041660,14481069645
2020-11-18,11278560,109053584,382626469,662218637,31023047,6577151888,29653551348,77316398724,14490504457
2020-11-19,11285016,109113627,383033076,662845937,31033733,6578923018,29685063390,77388130780,14500909210
2020-11-20,11291625,109194227,383406676,663458807,31043825,6581744530,29714017390,77459510354,14513843315
2020-11-21,11298077,109256825,383751756,664010121,31052624,6581682509,29740761090,77523046400,14522705197
2020-11-22,11304643,109322001,384090241,664556535,31060117,6581854048,29766993678,77586376531,14530490405
2020-11-23,11311152,109374998,384416644,665069801,31067477,6581658493,29792289910,77645322897,14538123085
2020-11-24,11317603,109442766,384725463,665577733,31080168,6582654018,29816223383,77704600250,14548847944
2020-11-25,11324170,109523988,385040547,666113680,31095395,6585037650,29840642393,77767698421,14560214159
2020-11-26,11330639,109615605,385383364,666717376,31109404,6585436802,29867210710,77839542984,14571411568
2020-11-27,11337172,109655668,385670755,667143052,31136163,6586785954,29889483513,77887153863,14580612151
2020-11-28,11343589,109805961,386044072,667848687,31217931,6596512619,29918415580,77972065999,14597782538
2020-11-29,11350188,110130023,386419013,668781193,31470264,6622220624,29947473508,78092504588,14625127646
2020-11-30,11356700,110464146,386759568,669682279,31739283,6648327309,29973866520,78209880236,14650836860
2020-12-01,11363270,110530511,387103449,670236239,31756958,6650057354,30000517298,78273922999,14662428291
2020-12-02,11369789,110595562,387387074,670706477,31770876,6651821390,30022498235,78329295390,14675236111
2020-12-03,11376230,110669310,387727736,671265318,31787551,6654937834,30048899540,78394153764,14690631635
2020-12-04,11382789,110746529,388068567,671828509,31819736,6657854296,30075313943,78459645776,14703350582
2020-12-05,11389238,110807611,388360875,672304334,31837021,6659246133,30097967813,78515255886,14714299586
2020-12-06,11395733,110960136,388685710,672942983,31921396,6669223389,30123142525,78593732481,14729112854
2020-12-07,11402291,111095828,389015406,673567832,32009370,6678166358,30148693965,78669755374,14744683353
2020-12-08,11408756,111180306,389324626,674099773,32059809,6681530458,30172658515,78732661202,14757086958
2020-12-09,11415240,111217635,389645842,674585689,32073220,6681046618,30197552755,78787821917,14767061900
2020-12-10,11421843,111261837,389972186,675085559,32091425,6681017480,30222844415,78844609298,14778311023
2020-12-11,11428268,111303594,390311008,675606352,32107323,6681001870,30249103120,78903650092,14788694561
2020-12-12,11434754,111364977,390633233,676120915,32121373,6682539696,30274075558,78963223419,14798619280
2020-12-13,11441245,111523570,390997165,676824735,32167666,6690890248,30302280288,79049440376,14809611062
2020-12-14,11447732,111736176,391339875,677569635,32238346,6702603090,30328840313,79143718467,14823050015
2020-12-15,11454256,111869799,391657357,678175814,32250784,6707076205,30353445168,79218197360,14832599720
2020-12-16,11460745,111961976,391961060,678710500,32260534,6709265837,30376982150,79282273982,14841853568
2020-12-17,11467280,112055566,392274040,679259352,32270975,6711507064,30401238100,79347926366,14851920476
2020-12-18,11473820,112135713,392594710,679798468,32282799,6711919592,30426090025,79410981583,14860334545
2020-12-19,11480311,112230186,392903488,680341934,32297703,6714974203,30450020320,79476243021,14870923053
2020-12-20,11486825,112304919,393228290,680880407,32313255,6717359765,30475192475,79539273673,14880971112
2020-12-21,11493367,112400790,393583145,681487594,32352534,6722049912,30502693738,79611021432,14893797940
2020-12-22,11499871,112446699,393898397,681973929,32366139,6722707757,30527125768,79666542031,14905362000
2020-12-23,11506373,112506268,394218488,682485129,32381559,6723842678,30551932820,79725645742,14914307887
2020-12-24,11512970,112546057,394538132,682971212,32390273,6723236002,30576705230,79780126952,14921630280
2020-12-25,11519440,112631965,394857988,683518569,32430259,6727076166,30601494070,79844703007,14935192911
2020-12-26,11525875,112676683,395139255,683955188,32443053,6728230968,30623292263,79894912069,14942369384
2020-12-27,11532458,112751701,395426537,684442163,32455866,6730875317,30645556618,79952581078,14950288372
2020-12-28,11538966,112812467,395686662,684875020,32470642,6731960912,30665716305,80003325200,14958580270
2020-12-29,11545563,112878370,395977172,685353600,32483706,6733449923,30688230830,80059305901,14967139885
2020-12-30,11551973,112950942,396263258,685834578,32494674,6735552222,30710402495,80115966682,14978128362
2020-12-31,11558517,113032510,396550588,686329254,32510983,6738325899,30732670570,80175028851,14989107876
2021-01-01,11565019,113114926,396826210,686808265,32526957,6741577102,30754031275,80232368698,15000447264
2021-01-02,11571564,113211866,397121555,687334408,32552053,6745918475,30776920513,80295363829,15011253364
2021-01-03,11578165,113306443,397425590,687870615,32583141,6750099037,30800483225,80359649274,15021211074
2021-01-04,11584641,113378016,397717738,688362925,32593710,6750091696,30823124695,80418079084,15027920331
2021-01-05,11591158,113448812,398012119,688857356,32608407,6751367634,30845939223,80476574690,15037891281
2021-01-06,11597690,113539250,398340043,689420249,32621342,6754462277,30871353333,80543508670,15048279572
2021-01-07,11604175,113649181,398642395,689973762,32636503,6758507451,30894785613,80610708656,15060665283
2021-01-08,11610611,113756314,398920540,690490784,32650147,6761776203,30916341850,80673487967,15075558987
2021-01-09,11617204,113864810,399208108,691020579,32669379,6765484062,30938628370,80737846634,15090477901
2021-01-10,11623680,113985304,399492105,691562273,32691712,6770435693,30960638138,80804107183,15106200000
2021-01-11,11630234,114111349,399792054,692133566,32723348,6773807643,30983884185,80874023891,15120798667
2021-01-12,11636762,114152574,400039934,692523674,32735185,6773884525,31003094885,80918795065,15130898719
2021-01-13,11643317,114264328,400379006,693126358,32768059,6779333022,31029372965,80990921989,15150128844
2021-01-14,11649878,114388338,400704907,693727069,32803791,6785857429,31054630293,81063991391,15167955178
2021-01-15,11656284,114500981,400982778,694248387,32826502,6790721656,31076165295,81127863458,15184195700
2021-01-16,11662865,114605704,401299815,694813586,32845073,6794490893,31100735663,81195460019,15198983097
2021-01-17,11669373,114716506,401632474,695411108,32868690,6798699374,31126516735,81267126147,15210749945
2021-01-18,11675867,114840338,401946239,695996955,32912058,6805119582,31150833523,81338181628,15226115088
2021-01-19,11682363,114955788,402220064,696516813,32936410,6809777350,31172054960,81401902257,15237572664
2021-01-20,11688896,115040767,402533126,697051582,32948987,6811844885,31196317265,81465092440,15250371004
2021-01-21,11695474,115149708,402905365,697701719,32971033,6816340038,31225165788,81542015309,15264474615
2021-01-22,11701952,115204507,403171057,698140790,32983662,6815904282,31245756918,81593523937,15276723081
2021-01-23,11708433,115286415,403462932,698633353,32997751,6818771445,31268377230,81651747054,15288623709
2021-01-24,11714974,115383708,403766851,699171778,33016542,6822789067,31291930953,81716297688,15298466559
2021-01-25,11721455,115466829,404076392,699702851,33032381,6825018827,31315920380,81779401665,15310766900
2021-01-26,11727979,115548736,404371389,700206665,33044902,6827723187,31338782648,81839483620,15321646285
2021-01-27,11734493,115652810,404680397,700758497,33074460,6832277542,31362730768,81906029675,15335454296
2021-01-28,11740961,115732216,405028274,701332396,33089262,6834910547,31389691235,81973008036,15346327948
2021-01-29,11747459,115856929,405351458,701932656,33115915,6840778328,31414737995,82046300251,15357250246
2021-01-30,11753912,115989135,405641504,702497783,33139996,6845679365,31437216560,82116337066,15366512693
2021-01-31,11760302,116146920,405980943,703166336,33188539,6853305446,31463523083,82198499717,15375737986
2021-02-01,11766939,116280577,406337366,703827265,33222379,6859231179,31491145865,82278478795,15384837311
2021-02-02,11773428,116403127,406644950,704404552,33241871,6863939434,31514983625,82349002999,15394428976
2021-02-03,11779922,116512678,406945908,704953916,33258003,6867699768,31538307870,82415748823,15404630920
2021-02-04,11786406,116642933,407246461,705527772,33281056,6873324534,31561600728,82486162649,15420914666
2021-02-05,11792922,116752738,407549879,706082614,33301882,6876908016,31585115623,82553519621,15434316095
2021-02-06,11799369,116895652,407867686,706700188,33332799,6883373770,31609745665,82629668348,15446859758
2021-02-07,11805888,117099058,408174757,707382213,33417069,6895662680,31633543668,82716639846,15462281373
2021-02-08,11812442,117282752,408491912,708052691,33488024,6905949573,31658123180,82800920240,15474452982
2021-02-09,11818910,117440289,408768277,708634306,33537498,6913870293,31679541468,82874007037,15487153506
2021-02-10,11825395,117582424,409013628,709153335,33556390,6920061667,31698556170,82939735336,15498145699
2021-02-11,11831923,117732643,409313711,709757587,33578747,6926921186,31721812603,83015072327,15509924025
2021-02-12,11838440,117897811,409612533,710380606,33613635,6935013582,31744971308,83093250095,15521089755
2021-02-13,11844964,118049545,409917956,710993963,33638614,6941765088,31768641590,83169807025,15529743038
2021-02-14,11851387,118193009,410231002,711606517,33661267,6948108106,31792902655,83245613801,15539887975
2021-02-15,11857946,118354117,410550404,712250145,33706916,6956409165,31817656310,83325871155,15551740435
2021-02-16,11864442,118465022,410864165,712819162,33744292,6962374358,31841972788,83394988086,15562991680
2021-02-17,11870927,118614833,411210834,713484634,33770775,6969602794,31868839635,83476788671,15572075494
2021-02-18,11877476,118744975,411534815,714092876,33794428,6975356846,31893948163,83551095745,15585441219
2021-02-19,11883923,118881803,411857257,714709051,33814477,6981494965,31918937418,83626776302,15599006246
2021-02-20,11890500,119028870,412221275,715393155,33834976,6988136328,31947148813,83710297230,15612989770
2021-02-21,11896995,119174675,412542002,716017695,33856693,6994277493,31972005155,83787670078,15624530711
2021-02-22,11903480,119342576,412907108,716731130,33900421,7003471610,32000300870,83875649278,15639838196
2021-02-23,11909976,119444834,413228777,717299454,33919846,7004208168,32025230218,83943944800,15648853135
2021-02-24,11916478,119494773,413520840,717759906,33931539,7005025794,32047865100,83997278367,15654523112
2021-02-25,11922947,119620885,413850650,718371502,33971078,7010408946,32073425375,84071573181,15667136859
2021-02-26,11929462,119761052,414234123,719072167,34025534,7017447563,32103144533,84156420601,15683340755
2021-02-27,11936004,119885693,414606691,719736500,34064194,7023067558,32132018553,84236159756,15697527886
2021-02-28,11942493,120021839,415000858,720445049,34090431,7029643779,32162566495,84320832811,15713902760
2021-03-01,11948960,120133967,415329540,721036219,34121302,7034351365,32188039350,84391902787,15725358719
2021-03-02,11955436,120258674,415571975,721522280,34153939,7040039126,32206828063,84452531819,15738079570
2021-03-03,11961986,120377790,415974505,722223888,34184585,7045214997,32238024138,84535974623,15750278321
2021-03-04,11968394,120499329,416336017,722872817,34204350,7050314496,32266041318,84613828108,15760664544
2021-03-05,11974909,120625611,416719285,723559263,34221653,7055541938,32295744588,84696197146,15770057481
2021-03-06,11981434,120729405,417130199,724252626,34239715,7059727389,32327590423,84777778936,15781284113
2021-03-07,11987997,120862955,417606087,725073455,34271131,7066582309,32364471743,84875282842,15793981310
2021-03-08,11994474,120969870,418024229,725780776,34287358,7071153373,32396877748,84958799175,15801886883
2021-03-09,12000974,121073849,418447064,726494522,34299928,7075187957,32429647460,85042050935,15811568132
2021-03-10,12007407,121192554,418818754,727156414,34312747,7079728306,32458453435,85121191697,15819216170
2021-03-11,12013939,121313452,419302538,727970242,34328137,7084702275,32495946695,85216307833,15829290772
2021-03-12,12020354,121447743,419751313,728756679,34344945,7090258901,32530726758,85309116535,15839373724
2021-03-13,12026824,121584249,420146689,729472772,34361854,7095894958,32561368398,85395245496,15849141332
2021-03-14,12033336,121718585,420628113,730301742,34380084,7101287806,32598678758,85493220667,15858374210
2021-03-15,12039858,121850780,421029864,731022498,34398977,7107014117,32629814460,85579594324,15868926354
2021-03-16,12046295,121979791,421413427,731714152,34416799,7112291568,32659540593,85662515822,15879343511
2021-03-17,12052815,122113132,421824686,732449981,34436420,7118132354,32691413165,85750542705,15889115012
2021-03-18,12059299,122253313,422289407,733266946,34455701,7124452590,32727429043,85847424509,15899280852
2021-03-19,12065800,122410049,422735708,734078114,34479677,7132167328,32762017370,85944831426,15910150896
2021-03-20,12072306,122563975,423160047,734858249,34503577,7139747528,32794903643,86038776712,15921500161
2021-03-21,12078833,122715029,423603701,735661005,34529168,7147274558,32829286828,86135158835,15931274728
2021-03-22,12085254,122876571,424051952,736483211,34578668,7156644022,32864026280,86233838855,15943331128
2021-03-23,12091744,123012161,424445741,737196815,34597563,7163005286,32894544928,86319552750,15953083147
2021-03-24,12098249,123150160,424814270,737879378,34618523,7169446698,32923105925,86402021331,15963022169
2021-03-25,12104733,123284422,425203547,738585753,34636431,7175277707,32953274893,86486778173,15971000204
2021-03-26,12111247,123431010,425605111,739324291,34666015,7183116402,32984396103,86575487221,15980558580
2021-03-27,12117786,123578801,426047715,740123812,34689624,7190419682,33018697913,86670825708,15991387420
2021-03-28,12124271,123743959,426461219,740906719,34735648,7199435526,33050744473,86765176828,16001765886
2021-03-29,12130764,123905778,426877142,741686679,34785069,7208477066,33082978505,86859128687,16013358271
2021-03-30,12137275,124049594,427271255,742413081,34812032,7215571331,33113522263,86946540418,16022325992
2021-03-31,12143793,124187471,427707330,743186313,34828185,7221902734,33147318075,87038628972,16029654934
2021-04-01,12150245,124329990,428074591,743873170,34844887,7228112866,33175780803,87121962801,16036219943
2021-04-02,12156761,124493756,428458464,744611126,34861954,7235283138,33205530960,87212088869,16043018789
2021-04-03,12163215,124649402,428835173,745327741,34881486,7242289202,33234725908,87299209206,16050338646
2021-04-04,12169742,124786702,429263891,746092861,34899532,7248539522,33267951553,87390784210,16057535197
2021-04-05,12176303,124955746,429722001,746942239,34955710,7258100451,33303455078,87492799834,16067925891
2021-04-06,12182813,125121384,430109237,747684668,35000900,7266774210,33333465868,87583234426,16077565349
2021-04-07,12189296,125267720,430467873,748364710,35020852,7273422578,33361260158,87666137477,16084936272
2021-04-08,12195833,125412970,430869460,749102440,35054241,7280585490,33392383150,87755225962,16093117763
2021-04-09,12202288,125589053,431240107,749837312,35108189,7290465003,33421108293,87845554389,16104099073
2021-04-10,12208745,125759162,431615371,750571435,35152635,7299653298,33450191253,87935404467,16115649499
2021-04-11,12215327,125972727,431991284,751365313,35230966,7312184678,33479324510,88034402150,16126244115
2021-04-12,12221873,126190190,432383239,752186813,35313591,7325485590,33509701023,88136306495,16139425613
2021-04-13,12228389,126374017,432754647,752933726,35361022,7335247296,33538485143,88228233059,16151562207
2021-04-14,12234863,126552055,433143334,753699530,35395494,7344055645,33568608385,88321888039,16161289970
2021-04-15,12241312,126716344,433477570,754373711,35419528,7351502048,33594511675,88405165893,16168325195
2021-04-16,12247812,126877055,433843264,755082843,35474331,7360940341,33622852960,88492049786,16178933015
2021-04-17,12254245,127068046,434200237,755818666,35494756,7369370190,33650518368,88584062860,16184764511
2021-04-18,12260712,127288001,434532478,756561467,35518288,7379914130,33676267045,88678935506,16189936829
2021-04-19,12267213,127465263,434835524,757208233,35541048,7387457093,33699753110,88760553253,16195367219
2021-04-20,12273613,127694810,435124553,757902971,35565275,7397940216,33722152858,88850629828,16202241888
2021-04-21,12280193,127947380,435445458,758671967,35586524,7408549062,33747022995,88950599581,16209257422
2021-04-22,12286712,128189958,435829447,759513107,35617431,7420084768,33776782143,89057660983,16218945467
2021-04-23,12293129,128405838,436230762,760342650,35646711,7430206824,33807884055,89161463595,16228774720
2021-04-24,12299579,128622550,436613774,761148249,35702897,7441350750,33837567485,89262550367,16241031049
2021-04-25,12306079,128988937,437024072,762186654,35907017,7467119691,33869365580,89397367811,16270779235
2021-04-26,12312588,129333093,437385840,763132194,36104320,7491122526,33897402600,89520866895,16298544440
2021-04-27,12319059,129545127,437817434,763995031,36155387,7502138774,33930851135,89627230996,16316279961
2021-04-28,12325547,129770551,437700586,764191612,36219728,7514774173,33921795415,89670937514,16337759266
2021-04-29,12332010,129968851,438040478,764850483,36261387,7524585598,33948137045,89751801616,16350823522
2021-04-30,12338494,130164082,438408975,765605959,36297998,7534517410,33976695563,89846312123,16364157906
2021-05-01,12344945,130332945,438808503,766368659,36354408,7544240598,34007658983,89939741472,16380094758
2021-05-02,12351434,130522431,439222684,767179564,36447922,7555839232,34039758010,90039188194,16394515690
2021-05-03,12357852,130724612,439573853,767922467,36547420,7568657138,34066973608,90132606591,16409604378
2021-05-04,12364359,130875139,439985068,768678099,36589003,7575622320,34098842770,90223689625,16420522218
2021-05-05,12370863,131017169,440391480,769417238,36614943,7581302485,34130339700,90312720160,16431876079
2021-05-06,12377381,131187475,440816324,770216064,36646418,7589117566,34163265110,90410076456,16447718283
2021-05-07,12383847,131350397,441252241,771019436,36674919,7596088586,34197048678,90507571218,16463374688
2021-05-08,12390294,131516718,441690405,771834229,36703962,7603324866,34231006388,90606620558,16476102989
2021-05-09,12396780,131727273,442058772,772607509,36728020,7612375669,34259554830,90705272245,16482738097
2021-05-10,12403258,131934427,442369031,773297957,36755071,7620726941,34283599903,90794698399,16489669911
2021-05-11,12409775,132140370,442761717,774097029,36775920,7629220912,34314033068,90896088025,16495748231
2021-05-12,12416222,132377701,443164934,774957133,36801190,7639797946,34345282385,91006498985,16502220973
2021-05-13,12422661,132529617,443552046,775683087,36824841,7644880810,34375283565,91096549205,16510908368
2021-05-14,12429199,132693159,443892088,776361891,36856461,7651230677,34401636820,91181843458,16520918124
2021-05-15,12435676,132874447,444259414,777102189,36882474,7659131960,34430104585,91275046415,16531540225
2021-05-16,12442150,133047017,444648901,777863607,36913414,7667164578,34460289828,91369930481,16542352351
2021-05-17,12448608,133197604,445053414,778614823,36949321,7674136693,34491639585,91461879194,16553826407
2021-05-18,12455027,133331007,445411285,779276762,36974229,7679625803,34519374588,91543111094,16566767158
2021-05-19,12461490,133477153,445822582,780027355,36999918,7681610317,34551250105,91634834875,16577406277
2021-05-20,12467913,133488278,446089648,780412858,37020495,7680347955,34571947720,91678953880,16583277131
2021-05-21,12474376,133588019,446430702,780996205,37049752,7683873813,34598379405,91748593976,16592633738
2021-05-22,12480786,133677457,446800547,781615174,37083494,7686690107,34627042393,91821633782,16603301666
2021-05-23,12487248,133840287,447213747,782389222,37159873,7696993182,34659065393,91916134435,16618517624
2021-05-24,12493702,133946050,447514347,782937080,37280041,7703026920,34682361893,91982363761,16632110853
2021-05-25,12500189,134114836,447859160,783628651,37376036,7713772386,34709084900,92068099701,16647815060
2021-05-26,12506593,134265052,448278571,784397655,37439991,7722441163,34741589253,92161741206,16663997160
2021-05-27,12513024,134421976,448682474,785151526,37515961,7732147637,34772891735,92253446975,16678973723
2021-05-28,12519449,134604996,449074357,785923089,37612686,7744502459,34803262668,92348658328,16700154349
2021-05-29,12525912,134755886,449440314,786620179,37677069,7753593704,34831624335,92434732358,16716037656
2021-05-30,12532379,135036885,449785867,787463014,37848129,7773162181,34858404693,92544252154,16733927026
2021-05-31,12538796,135244578,450057568,788113599,37958187,7786894920,34879461520,92628890268,16750433443
2021-06-01,12545219,135453907,450437499,788910062,38068453,7800484563,34908906173,92728906730,16768603810
2021-06-02,12551697,135626130,450876729,789732527,38145644,7811232022,34942946498,92828684003,16788848667
2021-06-03,12558203,135773181,451316745,790519562,38198954,7820105850,34977047738,92923241307,16811906873
2021-06-04,12564607,135901169,451708566,791216721,38244226,7826470906,35007413865,93006650154,16827689482
2021-06-05,12571126,136065396,452079130,791930533,38336993,7836795072,35036132575,93094086938,16851658724
2021-06-06,12577560,136372209,452433012,792813928,38577918,7860580715,35063558430,93208608791,16885043441
2021-06-07,12584092,136673885,452821311,793738653,38815777,7883805418,35093651603,93327163119,16917146521
2021-06-08,12590523,136814835,453206175,794442741,38895041,7892445946,35123478563,93412250543,16939389985
2021-06-09,12596998,136918808,453599377,795109235,38957986,7898542893,35153951718,93490852142,16961574313
2021-06-10,12603435,137062975,454003040,795845220,39047174,7908123251,35185235600,93579414614,16986172089
2021-06-11,12609897,137245098,454403180,796629043,39167085,7920565541,35216246450,93675725439,17007088290
2021-06-12,12616351,137388311,454826547,797391752,39257016,7929736974,35249057393,93767158948,17026488679
2021-06-13,12622785,137618405,455175146,798170239,39435171,7946928165,35276073815,93865951545,17049283290
2021-06-14,12629258,137787315,455604047,798971697,39553553,7958715475,35309313643,93962419445,17075871446
2021-06-15,12635689,137901573,456050684,799726520,39622450,7965468894,35343928010,94050829213,17094832318
2021-06-16,12642194,138027342,456529162,800540421,39690538,7972798192,35381010055,94146361047,17111659881
2021-06-17,12648593,138130738,456984651,801293229,39731909,7978326117,35416310453,94234030509,17129381665
2021-06-18,12655065,138255276,457438223,802071663,39783824,7985448918,35451462283,94326193724,17143544028
2021-06-19,12661470,138361099,457908202,802843355,39839583,7991690414,35487885655,94415492060,17160284634
2021-06-20,12667896,138515128,458457057,803786111,39945205,8002975650,35530421918,94525596568,17185417565
2021-06-21,12674365,138701190,458898640,804631505,40096825,8015864587,35564644600,94627621914,17207892210
2021-06-22,12680681,138729888,459302620,805222501,40143470,8013427757,35595953050,94693201643,17218314499
2021-06-23,12687118,138752324,459653848,805726273,40174461,8013028434,35623173220,94749201858,17230304308
2021-06-24,12693547,138842265,460094756,806437981,40225322,8017348298,35657343590,94831229970,17246864611
2021-06-25,12699965,138970671,460584770,807274119,40301444,8024644136,35695319675,94928944927,17262840844
2021-06-26,12706307,139069059,461042512,808028158,40356980,8029015723,35730794680,95015885345,17278281641
2021-06-27,12712734,139258253,461443726,808824853,40494974,8042309182,35761888765,95112832952,17306185573
2021-06-28,12719182,139460590,462014104,809864951,40658632,8057430246,35806093060,95236220159,17330846589
2021-06-29,12725648,139586439,462434479,810604823,40708343,8063608150,35838672123,95324071411,17344947603
2021-06-30,12732054,139692560,462926427,811412913,40736201,8068242730,35876798093,95417694485,17358146272
2021-07-01,12738509,139764968,463595432,812420427,40766731,8070418995,35928645980,95529611318,17370410144
2021-07-02,12744859,139831864,464133961,813244145,40792034,8072241602,35970381978,95621945434,17384710117
2021-07-03,12751296,139960358,464649645,814118419,40871204,8079861504,36010347488,95723615434,17403265354
2021-07-04,12757713,140152113,465113419,815009095,41015819,8093580606,36046289973,95831783392,17425836591
2021-07-05,12764171,140333831,465541031,815837073,41152725,8106456154,36079429903,95932493313,17448990476
2021-07-06,12770590,140432071,466028964,816634142,41216630,8111381166,36117244710,96024151387,17470437685
2021-07-07,12777015,140484214,466545172,817411375,41230786,8111133038,36157250830,96112863841,17480453778
2021-07-08,12783405,140532111,467081938,818214491,41242199,8110502797,36198850195,96203594944,17490740215
2021-07-09,12789855,140568125,467699190,819110726,41254235,8110337374,36246687225,96303070549,17500504807
2021-07-10,12796261,140616061,468262049,819944425,41271602,8111017680,36290308798,96395992497,17511273799
2021-07-11,12802708,140682087,468840652,820824317,41307453,8113882291,36335150530,96494892091,17523957804
2021-07-12,12809131,140809658,469406441,821768399,41391099,8121895490,36378999178,96604309714,17537321325
2021-07-13,12815508,140875020,469956166,822607623,41414224,8123078456,36421602865,96699333511,17548681237
2021-07-14,12821815,140905759,470526292,823426102,41427901,8121521454,36465787630,96790011941,17557677733
2021-07-15,12828205,140929100,471093184,824224311,41445722,8119058091,36509721760,96877830845,17566836527
2021-07-16,12834632,140944200,471642289,824989308,41458323,8118340994,36552277398,96961804422,17575911069
2021-07-17,12840971,140977291,472330587,825966702,41474242,8118078285,36605620493,97067734695,17585323557
2021-07-18,12847328,141023497,472966962,826894652,41494677,8118684426,36654939555,97170532431,17594229038
2021-07-19,12853699,141080823,473570962,827789189,41525441,8120730718,36701749555,97269629151,17603533125
2021-07-20,12860134,141146867,474125290,828636981,41562593,8121989176,36744709975,97364744731,17615289573
2021-07-21,12866473,141188953,474646095,829390535,41584844,8123064386,36785072363,97447769670,17625390821
2021-07-22,12872887,141235285,475164516,830155394,41613267,8123313123,36825249990,97532499846,17635798870
2021-07-23,12879309,141278274,475839178,831122337,41631547,8123035302,36877536295,97638740802,17645666200
2021-07-24,12885655,141314578,476452597,831998732,41651789,8122673834,36925076268,97735083762,17656521161
2021-07-25,12892112,141372391,477027690,832847429,41683056,8123920616,36969645975,97829741508,17665874100
2021-07-26,12898513,141406279,477715179,833829173,41706127,8119835069,37022926373,97937267330,17673962762
2021-07-27,12904851,141414013,478186863,834460531,41716541,8119541350,37059481883,98005314936,17684163930
2021-07-28,12911128,141461328,478795963,835346198,41738560,8119489098,37106687133,98102818496,17694581184
2021-07-29,12917419,141504943,479497755,836348265,41750638,8119254795,37161076013,98211767820,17703424818
2021-07-30,12923775,141547958,480131191,837259935,41767599,8118524726,37210167303,98312190675,17713099611
2021-07-31,12930042,141594832,480737867,838134223,41784274,8118764970,37257184693,98408820405,17721265133
2021-08-01,12936340,141656373,481364667,839057972,41809811,8119825362,37305761693,98511705071,17728854250
2021-08-02,12942654,141696915,482043577,840022640,41829890,8119950213,37358377218,98617039498,17736739483
2021-08-03,12949050,141754145,482677185,840951042,41851903,8120914178,37407481838,98719616262,17747376067
2021-08-04,12955396,141798989,483409860,841993413,41866962,8120825987,37464264150,98833613487,17756692066
2021-08-05,12961718,141837978,484015696,842857505,41882313,8120329446,37511216440,98928928146,17767081848
2021-08-06,12968067,141891298,484728305,843885127,41891572,8122331594,37566443638,99041945024,17776382992
2021-08-07,12974518,141986031,485501854,845049342,41900408,8127030691,37626393685,99171803054,17785987479
2021-08-08,12981067,142080840,486324679,846288293,41909127,8131827749,37690162623,99309196229,17794516617
2021-08-09,12987563,142170679,487100793,847455526,41918876,8136493262,37750311458,99439216429,17804177078
2021-08-10,12994068,142264972,487909729,848668632,41929228,8141475288,37813003998,99575434975,17813802462
2021-08-11,13000575,142364044,488728117,849899478,41939909,8146957080,37876429068,99712482291,17825299412
2021-08-12,13006976,142467727,489461010,851021351,41949349,8152599398,37933228275,99838886892,17835838307
2021-08-13,13013486,142567313,490283201,852259943,41958834,8158332397,37996948078,99977164600,17847582132
2021-08-14,13019960,142664180,491121220,853519679,41968364,8163869994,38061894550,100116825660,17857985769
2021-08-15,13026460,142758563,492032436,854870164,41977432,8169329530,38132513790,100265958898,17866956754
2021-08-16,13032880,142850083,492974025,856253694,41986904,8174639278,38205486938,100418057717,17876140349
2021-08-17,13039380,142955639,493811056,857520799,41996308,8180465866,38270356840,100559379505,17886235571
2021-08-18,13045896,143060491,494565013,858678124,42005274,8186298800,38328788508,100689667540,17895957309
2021-08-19,13052295,143154409,495274632,859757224,42013955,8191623342,38383783980,100811170679,17905449032
